key,asset_team,well,category,entry_type,well_name_meta,bytes,parse_source,parsed_ref
FP GRIFFIN/CART BARN 2H/Completions/Programs & Packets/422513092100-CART_BARN_2H-Completion_Reports-0002.pdf.PDF,FP GRIFFIN,CART BARN 2H,Completions/Programs & Packets,Completion Packet,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0058.pdf.json
FP GRIFFIN/MCKINNEY CHILDRENS TRUST 1H/Completions/Programs & Packets/422513062600-MCKINNEY_CHILDREN_S_TRUST_1H Completion IP Packet 2006.PDF,FP GRIFFIN,MCKINNEY CHILDRENS TRUST 1H,Completions/Programs & Packets,Completion Packet,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0059.pdf.json
"FP GRIFFIN/CARLOCK, ALLEN 2H/Completions/Programs & Packets/Allen Carlock 2H Epic GL Sheet.xlsx",FP GRIFFIN,"CARLOCK, ALLEN 2H",Completions/Programs & Packets,Completion Packet,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0060.xlsx.json
FP GRIFFIN/COOPER 3H/Completions/Programs & Packets/422513073900-COOPER_3H-Completion_Reports-0002.pdf.PDF,FP GRIFFIN,COOPER 3H,Completions/Programs & Packets,Completion Packet,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0061.pdf.json
FP GRIFFIN/MURRIN BEAR CREEK 5H/Completions/Programs & Packets/MURRIN BEAR CREEK 5H G-1 IP COMPL PACKET 10-18-2007.pdf,FP GRIFFIN,MURRIN BEAR CREEK 5H,Completions/Programs & Packets,Completion Packet,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0062.pdf.json
"FP GRIFFIN/NICKELSON, GARY 2H/Completions/Programs & Packets/Gary Nickelson 2H GLI (10-1-2019).pdf",FP GRIFFIN,"NICKELSON, GARY 2H",Completions/Programs & Packets,Completion Program,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0063.pdf.json
"FP GRIFFIN/JACKSON, A. D. 1H/Completions/Programs & Packets/AD Jackson 1H Aries_8.19.pdf",FP GRIFFIN,"JACKSON, A. D. 1H",Completions/Programs & Packets,Completion Program,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0064.pdf.json
"FP GRIFFIN/KENNON ALFRED 1H/Completions/Programs & Packets/422513094700-KENNON,_ALFRED_1H-Casing_Point_Election-0001.pdf.PDF",FP GRIFFIN,KENNON ALFRED 1H,Completions/Programs & Packets,Completion Program,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0065.pdf.json
FP GRIFFIN/PROSPECT CO 3H/Completions/Programs & Packets/Prospect CO 3H_7.19 Aries.pdf,FP GRIFFIN,PROSPECT CO 3H,Completions/Programs & Packets,Completion Program,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0066.pdf.json
FP GRIFFIN/MCGEE ODIS GAS UNIT 3H/Completions/Programs & Packets/Odis McGee 3H Epic GL Sheet.xlsx,FP GRIFFIN,MCGEE ODIS GAS UNIT 3H,Completions/Programs & Packets,Completion Program,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0067.xlsx.json
FP GRIFFIN/PARNELL 3H/Completions/Programs & Packets/Ricky Parnell 3H ARIES_9.19.pdf,FP GRIFFIN,PARNELL 3H,Completions/Programs & Packets,Completion Program,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0068.pdf.json
"FP GRIFFIN/TRUSSELL, SPENCER L. 1H/Logs & Surveys/Core/TRUSSELL-SPENCER-L-1H-OR_422513015300_CORE_tn-ST1H-7934ft.jpg",FP GRIFFIN,"TRUSSELL, SPENCER L. 1H",Logs & Surveys/Core,Core,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0069.jpg.json
FP GRIFFIN/BRUBAKER-ABNER 1/Logs & Surveys/Core/BRUBAKER-ABNER-1_422513098800_CORE_tn-TS-1.jpg,FP GRIFFIN,BRUBAKER-ABNER 1,Logs & Surveys/Core,Core,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0070.jpg.json
FP GRIFFIN/BRITE 1H/Logs & Surveys/Core/BRITE-1_422213131700_CORE_SEM-04.jpg,FP GRIFFIN,BRITE 1H,Logs & Surveys/Core,Core,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0071.jpg.json
"FP GRIFFIN/CZAJKOWSKI, BRUNO 8/Logs & Surveys/Core/CZAJKOWSKI-BRUNO-8_422513313700_CORE_Depth-10200-LAT2.jpg",FP GRIFFIN,"CZAJKOWSKI, BRUNO 8",Logs & Surveys/Core,Core,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0072.jpg.json
FORMENTERA SOUTH TEXAS/ROPER-STX N731HP/Logs & Surveys/Core/Roper_MinSolve_model_components_no_py_240_scale_final.pdf,FORMENTERA SOUTH TEXAS,ROPER-STX N731HP,Logs & Surveys/Core,Core,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0073.pdf.json
FP GRIFFIN/ROSE CHILDRENS TRUST 1H/Logs & Surveys/Core/422513022300-ROSE_CHILDREN_S_TRUST_1-Core_Reports-0003.pdf.PDF,FP GRIFFIN,ROSE CHILDRENS TRUST 1H,Logs & Surveys/Core,Core,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0074.pdf.json
WESTLAKE RESOURCES/BULL MOUNTAIN-31-18-DIV S617HF/Drilling/Directional/2-17.pdf,WESTLAKE RESOURCES,BULL MOUNTAIN-31-18-DIV S617HF,Drilling/Directional,Daily Directional Report,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0075.pdf.json
FORMENTERA SOUTH TEXAS/HOOEY-STX-UNIT-C N736H/Drilling/Directional/Daily Cost 4-27-2026.pdf,FORMENTERA SOUTH TEXAS,HOOEY-STX-UNIT-C N736H,Drilling/Directional,Daily Directional Report,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0076.pdf.json
WESTLAKE RESOURCES/FONDA-23-02-BAL N518HF/Drilling/Directional/3-30.pdf,WESTLAKE RESOURCES,FONDA-23-02-BAL N518HF,Drilling/Directional,Daily Directional Report,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0077.pdf.json
WESTLAKE RESOURCES/THE GREAT-25-01-PGN S612HT/Drilling/Directional/Slide Report BHA #3.pdf,WESTLAKE RESOURCES,THE GREAT-25-01-PGN S612HT,Drilling/Directional,Daily Directional Report,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0078.pdf.json
FORMENTERA SOUTH TEXAS/REVIVAL-STX-UNIT-B S736H/Drilling/Directional/Daily Cost 1-29-2026.pdf,FORMENTERA SOUTH TEXAS,REVIVAL-STX-UNIT-B S736H,Drilling/Directional,Daily Directional Report,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0079.pdf.json
WESTLAKE RESOURCES/BULL MOUNTAIN-31-18-DIV S611HF/Drilling/Directional/Daily Revenue Summary 3-18.pdf,WESTLAKE RESOURCES,BULL MOUNTAIN-31-18-DIV S611HF,Drilling/Directional,Daily Directional Report,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0080.pdf.json
FP GRIFFIN/MAPLES 4H/Completions/Daily Reports/422513194100-MAPLES_4H-Completion_Reports-0002.pdf.PDF,FP GRIFFIN,MAPLES 4H,Completions/Daily Reports,Daily Report (Completion),,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0081.pdf.json
FP GRIFFIN/STEVENSON C UNIT 2H/Completions/Daily Reports/422513209600-STEVENSON_C_UNIT_2H-Completion_Reports-0002.pdf.PDF,FP GRIFFIN,STEVENSON C UNIT 2H,Completions/Daily Reports,Daily Report (Completion),,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0082.pdf.json
WESTLAKE RESOURCES/WILDCAT HOLLOW-16-33-PGN S516HF/Completions/Daily Reports/WILDCAT HOLLOW-16-33-PGN S516HF.pdf,WESTLAKE RESOURCES,WILDCAT HOLLOW-16-33-PGN S516HF,Completions/Daily Reports,Daily Report (Completion),,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0083.pdf.json
"FP GRIFFIN/BARR, DANNY 1P/Completions/Daily Reports/DANNY-BARR-1_422513029200_COMP-RPT_CR_2005-05-08.PDF_3874831.PDF",FP GRIFFIN,"BARR, DANNY 1P",Completions/Daily Reports,Daily Report (Completion),,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0084.pdf.json
FP GRIFFIN/STEVENSON C 1H/Completions/Daily Reports/422513036000-STEVENSON_C_UNIT_1H-Completion_Reports-0001.pdf.PDF,FP GRIFFIN,STEVENSON C 1H,Completions/Daily Reports,Daily Report (Completion),,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0085.pdf.json
FP GRIFFIN/COOPER 8H/Completions/Daily Reports/422513103500-COOPER_8H-Completion_Reports-0002.pdf.PDF,FP GRIFFIN,COOPER 8H,Completions/Daily Reports,Daily Report (Completion),,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0086.pdf.json
WESTLAKE RESOURCES/BULL MOUNTAIN-31-18-DIV S515HF/Drilling/Daily Reports/BULL MOUNTAIN-31-18-DIV S515HF.pdf,WESTLAKE RESOURCES,BULL MOUNTAIN-31-18-DIV S515HF,Drilling/Daily Reports,Daily Report (Drilling),,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0087.pdf.json
"FP GRIFFIN/GUTHRIE THOMAS 4H/Drilling/Daily Reports/422513107300-GUTHRIE,_THOMAS_4H-IADC_Reports-0002.pdf.PDF",FP GRIFFIN,GUTHRIE THOMAS 4H,Drilling/Daily Reports,Daily Report (Drilling),,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0088.pdf.json
FORMENTERA SOUTH TEXAS/WRANGLER-STX-UNIT N732H/Drilling/Daily Reports/WRANGLER-STX-UNIT N732H.pdf,FORMENTERA SOUTH TEXAS,WRANGLER-STX-UNIT N732H,Drilling/Daily Reports,Daily Report (Drilling),,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0089.pdf.json
"FP GRIFFIN/HOLLINGSWORTH GARY 1H/Drilling/Daily Reports/422513092300-HOLLINGSWORTH,_GARY_1H-IADC_Reports-0001.pdf.PDF",FP GRIFFIN,HOLLINGSWORTH GARY 1H,Drilling/Daily Reports,Daily Report (Drilling),,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0090.pdf.json
FP GRIFFIN/GRAVELCO GU 1H/Drilling/Daily Reports/423673450900-GRAVELCO_GU_1H-IADC_Reports-0001.pdf.PDF,FP GRIFFIN,GRAVELCO GU 1H,Drilling/Daily Reports,Daily Report (Drilling),,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0091.pdf.json
"FP GRIFFIN/GUTHRIE THOMAS 3H/Drilling/Daily Reports/422513107200-GUTHRIE,_THOMAS_3H-IADC_Reports-0001.pdf.PDF",FP GRIFFIN,GUTHRIE THOMAS 3H,Drilling/Daily Reports,Daily Report (Drilling),,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0092.pdf.json
WESTLAKE RESOURCES/FTH-22-34-BND S518HF/Drilling/Daily Reports/FTH-22-34-BND S518HF - FO Daily Completions Summary.pdf,WESTLAKE RESOURCES,FTH-22-34-BND S518HF,Drilling/Daily Reports,Daily Report (Partner),,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0093.pdf.json
"FP GRIFFIN/ENGLAND, DENA 1H/Drilling/Daily Reports/ENGLAND, DENA 1H.pdf",FP GRIFFIN,"ENGLAND, DENA 1H",Drilling/Daily Reports,Daily Report (Partner),,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0094.pdf.json
WESTLAKE RESOURCES/AV-KIMBALL 162-95 1102H-1/Drilling/Daily Reports/AV-KIMBALL 162-95 1102H-1.pdf,WESTLAKE RESOURCES,AV-KIMBALL 162-95 1102H-1,Drilling/Daily Reports,Daily Report (Partner),,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0095.pdf.json
FP GRIFFIN/PROSPECT CO 1H/Drilling/Daily Reports/PROSPECT CO 1H.pdf,FP GRIFFIN,PROSPECT CO 1H,Drilling/Daily Reports,Daily Report (Partner),,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0096.pdf.json
WESTLAKE RESOURCES/POINTS 2-11 MBH (02-163-97)/Drilling/Daily Reports/POINTS 2-11 MBH (02-163-97).pdf,WESTLAKE RESOURCES,POINTS 2-11 MBH (02-163-97),Drilling/Daily Reports,Daily Report (Partner),,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0097.pdf.json
FORMENTERA SOUTH TEXAS/REVIVAL-STX-UNIT-A S732H/Drilling/Daily Reports/REVIVAL-STX-UNIT-A S732H - FO Daily Drilling Summary.pdf,FORMENTERA SOUTH TEXAS,REVIVAL-STX-UNIT-A S732H,Drilling/Daily Reports,Daily Report (Partner),,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0098.pdf.json
"FP GRIFFIN/CONN, JAMES IV 2H/Workover/Daily Reports/CONN, JAMES IV 2H.pdf",FP GRIFFIN,"CONN, JAMES IV 2H",Workover/Daily Reports,Daily Report (Workover),,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0099.pdf.json
"FP GRIFFIN/KING JOHN EDWARD 28H/Workover/Daily Reports/422513428300-KING,_JOHN_EDWARD_28H-Well_Work-0001.xls.XLS",FP GRIFFIN,KING JOHN EDWARD 28H,Workover/Daily Reports,Daily Report (Workover),,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0100.xls.json
FP GRIFFIN/SKAGGS 3H/Workover/Daily Reports/422513307900-SKAGGS_3H-Well_Work-0002.pdf.PDF,FP GRIFFIN,SKAGGS 3H,Workover/Daily Reports,Daily Report (Workover),,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0101.pdf.json
FP GRIFFIN/SKAGGS 1H/Workover/Daily Reports/422513301600-SKAGGS_1H-Well_Work-0002.pdf.PDF,FP GRIFFIN,SKAGGS 1H,Workover/Daily Reports,Daily Report (Workover),,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0102.pdf.json
WESTLAKE RESOURCES/BAJA 2215-3H/Workover/Daily Reports/BAJA 2215-3H.pdf,WESTLAKE RESOURCES,BAJA 2215-3H,Workover/Daily Reports,Daily Report (Workover),,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0103.pdf.json
WESTLAKE RESOURCES/M. JOHNSON 35-26-162-98H 1PB/Workover/Daily Reports/M. JOHNSON 35-26-162-98H 1PB.pdf,WESTLAKE RESOURCES,M. JOHNSON 35-26-162-98H 1PB,Workover/Daily Reports,Daily Report (Workover),,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0104.pdf.json
FP GRIFFIN/DONEGAL HILLS 3/Drilling/Directional/DONEGAL-HILLS-3_424393160200_DIR-SRVY.xls,FP GRIFFIN,DONEGAL HILLS 3,Drilling/Directional,Deviation Survey,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0105.xls.json
"FP GRIFFIN/BUSSEY, THOMAS 2H/Drilling/Directional/Bussey_Thomas_2H_422513416400_L_Surv.xls",FP GRIFFIN,"BUSSEY, THOMAS 2H",Drilling/Directional,Deviation Survey,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0106.xls.json
"FP GRIFFIN/WITTMAN, ROBERT 5H/Drilling/Directional/422513294900-WITTMAN,_ROBERT_5H-Drilling_Survey_Data-0003.xls.XLS",FP GRIFFIN,"WITTMAN, ROBERT 5H",Drilling/Directional,Deviation Survey,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0107.xls.json
"FP GRIFFIN/CZAJKOWSKI, BRUNO 8/Drilling/Directional/CZAJKOWSKI-BRUNO-8_422513313700_DIR-SRVY.out",FP GRIFFIN,"CZAJKOWSKI, BRUNO 8",Drilling/Directional,Deviation Survey,,,pilot-error,
"FP GRIFFIN/KING JOHN EDWARD 22H/Drilling/Directional/422513427100-KING,_JOHN_EDWARD_22H-Drilling_Survey_Data-0001.xls.XLS",FP GRIFFIN,KING JOHN EDWARD 22H,Drilling/Directional,Deviation Survey,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0109.xls.json
FP GRIFFIN/COOMER UNIT 4H/Drilling/Directional/423673522000-COOMER_UNIT_4H-Drilling_Survey_Data-0005.xlsx.XLSX,FP GRIFFIN,COOMER UNIT 4H,Drilling/Directional,Deviation Survey,,,pilot-tierA,s3://formentera-welldrive-derived/runs/pilot/tierA/0110.xlsx.json
WESTLAKE RESOURCES/BULL MOUNTAIN-31-18-DIV S611HF/Drilling/Programs/Bull Mountain-31-18-DIV S611HF Plan 6 Survey Report.pdf,WESTLAKE RESOURCES,BULL MOUNTAIN-31-18-DIV S611HF,Drilling/Programs,Directional Plans,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0111.pdf.json
FORMENTERA SOUTH TEXAS/WRANGLER-STX-UNIT N731H/Drilling/Programs/Wrangler-STX-Unit-N731H - Plan 2 11-21-25.pdf,FORMENTERA SOUTH TEXAS,WRANGLER-STX-UNIT N731H,Drilling/Programs,Directional Plans,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0112.pdf.json
FP GRIFFIN/IGR UNIT 1H/Drilling/Programs/IGR Unit #1H Plan view (as planned).pdf,FP GRIFFIN,IGR UNIT 1H,Drilling/Programs,Directional Plans,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0113.pdf.json
FORMENTERA SOUTH TEXAS/REVIVAL-STX-UNIT-A S724H/Drilling/Programs/Revival STX Unit A S724H Plan 4 Plot.pdf,FORMENTERA SOUTH TEXAS,REVIVAL-STX-UNIT-A S724H,Drilling/Programs,Directional Plans,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0114.pdf.json
WESTLAKE RESOURCES/THE GREAT-25-01-PGN S616HT/Drilling/Programs/THE GREAT-25-01 PGN S616HT Plan 7 Plot.pdf,WESTLAKE RESOURCES,THE GREAT-25-01-PGN S616HT,Drilling/Programs,Directional Plans,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0115.pdf.json
WESTLAKE RESOURCES/FONDA-23-02-BAL N513HF/Drilling/Programs/Fonda-23-02-BAL N513HF Plan 7 Anticollision Report.pdf,WESTLAKE RESOURCES,FONDA-23-02-BAL N513HF,Drilling/Programs,Directional Plans,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0116.pdf.json
FORMENTERA SOUTH TEXAS/WRANGLER-STX-UNIT N731H/Drilling/Mud & Fluids/FORMENTERA-WRANGLER-STX-UNITN731H-DMR29.pdf,FORMENTERA SOUTH TEXAS,WRANGLER-STX-UNIT N731H,Drilling/Mud & Fluids,Drilling Fluid Report,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0117.pdf.json
WESTLAKE RESOURCES/BULL MOUNTAIN-31-18-DIV S515HF/Drilling/Mud & Fluids/Bull Mountain-31-18-DIV S515HF_Report #006_SW_No Cost_AM.pdf,WESTLAKE RESOURCES,BULL MOUNTAIN-31-18-DIV S515HF,Drilling/Mud & Fluids,Drilling Fluid Report,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0118.pdf.json
FORMENTERA SOUTH TEXAS/HOOEY-STX-UNIT-C N736H/Drilling/Mud & Fluids/HOOEY-STX-UNIT-C N736H_DailyReport_29.pdf,FORMENTERA SOUTH TEXAS,HOOEY-STX-UNIT-C N736H,Drilling/Mud & Fluids,Drilling Fluid Report,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0119.pdf.json
FORMENTERA SOUTH TEXAS/WRANGLER-STX-UNIT N732H/Drilling/Mud & Fluids/Snapshot_Formentera_Wrangler STX 732H_17606MD.pdf,FORMENTERA SOUTH TEXAS,WRANGLER-STX-UNIT N732H,Drilling/Mud & Fluids,Drilling Fluid Report,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0120.pdf.json
"FP GRIFFIN/EBERHART JUANITA 1/Drilling/Mud & Fluids/422513102300-EBERHART,_JUANITA_1H-Drilling_Mud_Report-0001.pdf.pdf",FP GRIFFIN,EBERHART JUANITA 1,Drilling/Mud & Fluids,Drilling Fluid Report,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0121.pdf.json
FORMENTERA SOUTH TEXAS/REVIVAL-STX-UNIT-B S736H/Drilling/Mud & Fluids/REVIVAL-STX-UNIT-B S736H_DailyReport_28.pdf,FORMENTERA SOUTH TEXAS,REVIVAL-STX-UNIT-B S736H,Drilling/Mud & Fluids,Drilling Fluid Report,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0122.pdf.json
"FP GRIFFIN/DIKE GLADYS (SA) 6H/Drilling/Programs/422513454200-DIKE,_GLADYS_(SA)_6H-Drilling_Procedure-0001.pdf.PDF",FP GRIFFIN,DIKE GLADYS (SA) 6H,Drilling/Programs,Drilling Program,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0123.pdf.json
"FP GRIFFIN/HUDSON, SHERMAN 1H/Drilling/Programs/423673426600-HUDSON,_SHERMAN_1H-Drilling_Procedure-0001.pdf.PDF",FP GRIFFIN,"HUDSON, SHERMAN 1H",Drilling/Programs,Drilling Program,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0124.pdf.json
"FP GRIFFIN/PRESTON ELIZABETH 5H/Drilling/Programs/422513447600-PRESTON,_ELIZABETH_5H-Drilling_Procedure-0001.pdf.PDF",FP GRIFFIN,PRESTON ELIZABETH 5H,Drilling/Programs,Drilling Program,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0125.pdf.json
FP GRIFFIN/CASTLE 2H/Drilling/Programs/422173075500-CASTLE_2H-Drilling_Procedure-0005.pdf.PDF,FP GRIFFIN,CASTLE 2H,Drilling/Programs,Drilling Program,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0126.pdf.json
"FP GRIFFIN/CZAJKOWSKI, BRUNO 1/Drilling/Programs/422513377400-CZAJKOWSKI,_BRUNO_10H-Drilling_Procedure-0001.pdf.PDF",FP GRIFFIN,"CZAJKOWSKI, BRUNO 1",Drilling/Programs,Drilling Program,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0127.pdf.json
FP GRIFFIN/MANNINGS 4M FARMS 3H/Drilling/Programs/422513396100-MANNINGS_4M_FARMS_3H-Drilling_Procedure-0001.pdf.PDF,FP GRIFFIN,MANNINGS 4M FARMS 3H,Drilling/Programs,Drilling Program,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0128.pdf.json
WESTLAKE RESOURCES/FONDA-23-02-BAL N611HF/Other/EOW Report/Fonda 23-02-BAL N611HF-Vertical.pdf,WESTLAKE RESOURCES,FONDA-23-02-BAL N611HF,Other/EOW Report,EOW Report,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0129.pdf.json
"WESTLAKE RESOURCES/FONDA-23-02-BAL N513HF/Other/EOW Report/Fonda-23-02-BAL N513HF - 4_30_2026, 12_54_02 PM.pdf",WESTLAKE RESOURCES,FONDA-23-02-BAL N513HF,Other/EOW Report,EOW Report,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0130.pdf.json
"WESTLAKE RESOURCES/FONDA-23-23-BAL W112DW/Other/EOW Report/Fonda-23-23-BAL W112DW - 5_2_2026, 4_22_51 PM.pdf",WESTLAKE RESOURCES,FONDA-23-23-BAL W112DW,Other/EOW Report,EOW Report,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0131.pdf.json
WESTLAKE RESOURCES/FONDA-23-02-BAL N611HF/Other/EOW Report/Fonda 23-02-BAL N611HF _GEO EOW RPT 5-11-2026.pdf,WESTLAKE RESOURCES,FONDA-23-02-BAL N611HF,Other/EOW Report,EOW Report,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0132.pdf.json
WESTLAKE RESOURCES/FONDA-23-23-BAL W112DW/Other/EOW Report/Fonda 23-23-BAL W112DW-Vertical.pdf,WESTLAKE RESOURCES,FONDA-23-23-BAL W112DW,Other/EOW Report,EOW Report,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0133.pdf.json
WESTLAKE RESOURCES/FONDA-23-02-BAL N611HF/Other/EOW Report/Fonda 23-02-BAL N611HF-Horiz.pdf,WESTLAKE RESOURCES,FONDA-23-02-BAL N611HF,Other/EOW Report,EOW Report,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0134.pdf.json
FP GRIFFIN/FAXEL 4/Well Information/Facility/IMG_2890.jpg,FP GRIFFIN,FAXEL 4,Well Information/Facility,Facility Information,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0135.jpg.json
FP GRIFFIN/HILL TOP RANCH 3H/Well Information/Facility/20160803_Hill Top Ranch 3H Facility Unit 9376 8-3-2016 JJJJ.pdf,FP GRIFFIN,HILL TOP RANCH 3H,Well Information/Facility,Facility Information,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0136.pdf.json
"FP GRIFFIN/MCCLURE 1H/Well Information/Facility/MCCLURE 1H, 2H, 3H, 4H-2023 CP Insp.pdf",FP GRIFFIN,MCCLURE 1H,Well Information/Facility,Facility Information,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0137.pdf.json
FP GRIFFIN/BARKER-SIMPSON 1/Well Information/Facility/BARKER-SIMPSON 1H-2023 CP Insp.pdf,FP GRIFFIN,BARKER-SIMPSON 1,Well Information/Facility,Facility Information,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0138.pdf.json
FP GRIFFIN/BAILEY RANCH 5H/Well Information/Facility/BAILEY RANCH 5H SPCC.pdf,FP GRIFFIN,BAILEY RANCH 5H,Well Information/Facility,Facility Information,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0139.pdf.json
"FP GRIFFIN/UYSALER AHMET 3H/Well Information/Facility/UYSALER AHMET 3H, 5H-2023 CP Insp.pdf",FP GRIFFIN,UYSALER AHMET 3H,Well Information/Facility,Facility Information,,,pilot-tierC,s3://formentera-welldrive-derived/runs/pilot/tierC/0140.pdf.json
FP GRIFFIN/EDWARDS 1/Financial/Field Tickets/Edwards 1.PNG,FP GRIFFIN,EDWARDS 1,Financial/Field Tickets,Field Ticket,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0141.png.json
FP GRIFFIN/GATES EDWARDS UNIT 1H/Financial/Field Tickets/Ticket Loader updated Area 1 New Tex -- 9-15-22.xlsx,FP GRIFFIN,GATES EDWARDS UNIT 1H,Financial/Field Tickets,Field Ticket,,,pilot-tierB,s3://formentera-welldrive-derived/runs/pilot/tierB/0142.xlsx.json
"FP GRIFFIN/FAXEL 4/Financial/Field Tickets/Faxel 4H,5H,6H,7H.ndg",FP GRIFFIN,FAXEL 4,Financial/Field Tickets,Field Ticket,,,pilot-error,
